index,text
54,Tarttu ülikoolis annab üliõpilastele hea võimalusi ennast igakülgselt arendama.
55,"Leidisin kirikusse voldik, kus on informatsioonid üritustest kohtad."
56,Tõlgi töö parimad hetked onn hästi õnnestunud tulkimiste järele.
57,"Aga ma ei kahetsema, et tein niimoodi."
58,Ossa taime ja loomaliigid on kaitse aluses.
59,Se ei ole raski ja ei nõud paljo aeg ega jõudu.
60,"Minä ei olema anarhisti ega ühiskonda vastu, ei kipub ma ka revolutsiooni tegema pooldaja olema."
61,"Siin ma piirdu aga yks asi, nimmel üks aktuaalne eesti teleülekannetega."
62,Errete huvitasin temale rahvausundite ja kombed.
63,Vaatamatta sellele nägie miljonid naisi igat päev ohdu oma valikud ja otsustused.
64,"Vaatame, kaasajased filmid ning näeme, et kõik on meie elu lihtsalt kättesaadavad ja selles ei ole vaja liig suured pingutused."
65,"Kui artikkel on objektivne, informatsiooni esitatakse mitmekülgsed, siis võib näed mitu vaatepunktid ja teha oma kokkuvõtmine."
66,Aga pühapäeviti on ta vaikne ja puhkab nagu linnugi.
67,"Minu vanemad rääkid et, film on vahva, kuid ma ei teadsin, kudas reageerimu, sest mul võiks olla täpselt vastupidi tunned selle filmi vastu."
68,Suurt roli mängivad ka kasutadavad väljendusvahendite.
69,Ja võib olla oleksid mul palju aja õppida ja mina oleks parimad õppijad linna sees.
70,Ära hilinema loengusse ega tundi!
71,Vaatadja peab ise näitlejad näoilmeit ja liigutused jälgima ära arvata filmid sõnum.
72,"Mina valdab saksa, vene ja eesti keelet ning oskan natukene inglese keelt."
73,"Meie keskus noored saavad suhelda üksteisega, pidut ja matka korraldab, jagamas nende teadmised ja üksteise aidad."
74,"Nisuksugune välja ütlemine meeldis minule viiga ja ma arva, et jäta selliseid sõnad meeles."
75,Väiksed maakoha sjaa inimesed tunnab üksteisi väga häste.
76,Vodist bari mal pool on töölau ja mugavad tugituul.
77,"Jaani kirk on kuulus selle pooltest et siin on nii palju terrakota skulptuurid, kui õigesti mäletab siis umbes tuhat ühte, aga ei kõik nood pole kirik sees."
78,"Nisis tõlk ei võti ise vestlusst osa, kuid tem teeb osapooltele vaheline vestlus võimalikuks."
79,Ta on noor tütruk ja saab hakkamma.
80,Raamad on kõik jõukohane informatsion allikas.
81,"Ma arvab, et kõik inimesed, noored või vanad, on erinavad ja ise moodi, ja see ei sõltub sellest, mis rahvusest ta on."
82,"On hirmsat naha, ett nii paljud lapsed on jäenud üksi."
83,"Kui sina valdad võõr keelt, on sul teatude edu, sa oled konkurente võimeline inimene, näidex võid parem töö koht leia ja rahas teeni."
84,"Mei söime küünaldede valges, sest elektrid majas polnud."
85,"Mis puudutab kiel, siis siinne meie oleme sarnane."
86,"Sissejuhatus sirvisin kiireks läbi, sest see tundud mulle natukene tüütav olla."
87,Televisjon – midas see siis on?
88,Raske pool minu jaoks oli see et kõik loengud olid eesti keeles.
89,"Inimenen, keda mina pitasin oma parimaks sõpraks, valestas kogu eg mulle."
90,"Kas kirjandusliku tekts, kus se räägitud ilusa veetleb keele, kui loomulikut pole ühtegi vihjeid ropusele, on vaieldamalt hea?"
91,"Enne ülikooli õppimine ei osanuks ma rääkija eesti keeles üldsegi, nüüd ma suhtleme julgelt inimeste, teadvus, et minu kõne pole nii särav, et ma mõnikorda teeb väga palju viga, kui hakata muretsema või kardab, et räägi suure aktsentiga. Kui siin (ülikool) minu õpetasid uskuma iseendas ja oma võimedesse."
92,"Praegu soiadatakse autoag, vanaste ei sõitedud nii palju autoa, vaid jelgrattaga."
93,"Kirjutama sulle kiri, et jutustada Jaani kirikuga külastamine."
94,Selled näidis ajab mina hari punaneks.
95,Se aitab minu unuustama kõik raskeused või ebameeldivused.
96,Enni seda eksperementi oli tema tervise väga hea korras.
97,"Ma ei taht öeldet, et inimene peap rääkimine kõikide oma probleemid, lihtsalt inimesel pead olema inimene, kellega ta või jutustama sellest, mis teda vaevav, kuna minu arvates on need lihtsalt õnnelik inimene, kell on see, kellega ta võida rääkima ükskõik mida."
98,"Soovitama see ramatu lektürriks kõikkidele, kess õppivad eesti keel võõrkeleena."
99,Mina armastan õppetama need.
100,"Inemin võib omma eluga rahull olema, kuid talle tundub kogu aeg, et tema elu on siiski õnnõtu."
101,"Ta peab uhkem olema, et jumala andis teda nii suure võimaluse."
102,Tänappäeval on inimestele lugemisteks suured valiku kirjantust.
103,"Inimened kess tunnevad hovi ajalugu vastu, eelistavad juust need kohad, kuss saab omma silmaga mönda ajaloossündmustega seotut paikka naha."
104,Lauluupidused korraltaakse ka nüüd ja palju Eestimaa linnad on olemas oma laulu väljakud.
105,"Aga mina arvama, et mida raskema, seda param."
106,"Kui meie olemme huvitatud meie ega omma riigi tulevik, mõnest teadustest või lihtsalt tahtma kõik teadama või midagi õpima, siis on meil olema ülikooli jaoks."
107,Kegi teine ei saab näha minu undnägu.
108,"On vead, mis on iselomulik vene emakeelega oppimisele."
109,"Aga tõelise oskuse ning anne avalduvad sees, kui nad oskab teha see ilma nende sõnu kasutamatta."
110,Mull ei ole paljud sõbrad – ainuld kaks ja nemad on päritud Tartust.
111,"Mileks on vaia komplikitseerita lapside elu erinevad katsedega, noid tuleb nagunnii üssna palju tulevik."
112,"On vaja muuta sistemi, kuid eelköige enda."
113,Sellest informatsion ja teiseid asju meid huuvitavad võis loedagi sellest raamatu.
114,"Kui esimene kord oli kuskil vaja uue sõna trükida, andis tema selle ka seletust."
115,"Mõnad inimest arvab, et raha on õnn eks kõige tähtsam asja. Nad mõtleb, et raha'st saab kõik ostma."
116,"Mina emmana ei tahta, et tema ka edaspidi piinlex ja oma terviset kahjustas."
117,"Seda oleks tegevad ja mitte selleks, et kord niimodi vanaem ütles, vaid et teha sella, mis on sinule parema, leida ennast see, mõda kindlasti tahtsid."
118,"Nagu muinajutud alatii juhtuvad, vennad sai valesti teadma ja kui nende sõde näidatas nende jaoks tehtut kindad, viisid nad omma õde kodo."
119,"Teiseks, tuleb rajada mitmekesist organisatsiooni, kes loodus kaitsevad."
120,"Lehekandjat ei käivat enam jalgadega, selleks on nemad spetsiaalsed auto. Nad ei pea nemad enam kõndima treppist üless ja allas, sest igas maja on postkastid."
121,"Nemad on ainult kolmkümment aastad, aga nemad tervis on nagu ihminen, kelle on kuu kämma aasta vanad."
122,Enamast ei olda metshaldjaids näha.
123,"Rõõmusin, kui pa nägin et ehitiakse uued ilusad hooned, kui linn oli kaunistatad jõuludeks, kui pimeduse tulles muutis Tartu romantiiliseks, sädelev ja salaperane linna."
124,"Nüüd tulle teha raske otsuss, kuhu minema edasi õpima."
125,Väikese maakohtas on kõikki tutavik.
126,"Ma arav et, selline lugu on vooimalik pidama tõelise muinasjuttuks, kuna niisugused lood juhtub äärmselt harva."
127,"Haridus mängib meie eluss väga suured rolli. Praegus on progressi aegas - kõikk täiushtub, arenevad uue tehnoloogiad. Kas sed aeg oleksi ilma haritu inimesta?"
128,1939 aasta lõpuses algatud Soome Talve sõda ning Soomelt Eesti maa enam ei oodata abi vaid püüdsid ise põhja naabrit abistama.
129,"Iga inimene unistama pärast kool lõpetama ülikooli õppimine minema, aga ülikool ei astu ei kõik, vaid ainult bärimad."
130,"A. H. Tammsaare tõestas oma novellis „Itaalia reis“ just see. Vanapaari jaoks oli Italia reis selleks tugevad sidemeks, mis aitab algusest teineteist kohta ja aitasid säilitab oma tunded elu lõpuni."
131,Kass seend huvitav sport?
132,Minu lapsepölve lemmik raamat rääkisid koerad truusest oma peremehele vastu.
133,"Selle kirjanti põhiküsimuseks on, kass sisseastumiseksami põhikolis peaksid kaotama võj mitte."
134,"Liika rangeid karistuseid ei või määratama, sest inimeste on paljud, aga vangla on kohtad vähesed."
135,"Sedatõtu, et kirk mängis tähtisd rollid inimestele elud, oldi vaja rohke inimest, kess oskaskid lugeda."
136,"Ma ei teada täpne, millise on need program, mida võib vaatama hommiku varakult."
137,"Sellks, et sooviitud eesmärk saavutada, on vaia paljudest raskustest ja takistusest üles saama."
138,Nemad häbenevad arst poole pöörata ja oma memseltsetest problemidest avaliku rääkima.
139,"Ja kui mina leiab töö, ka siis prooviks uuesti ülikoole astuma, sest meie aeg on väga tähtis lõppetama ülikooli."
140,"See tõstas tundvalt turistid arv, miss omakord mõjutab positiivne vald arenema."
141,"Juba väikestena peab tema teadma oma tulevik ikka ja pydma saama liideriks, osalema konkurssid, kuid mitte naudima maailmist."
142,Pärnus andis tema väljas eesti keelist ajalehet Pärnu Postimees.
143,"Kuss ma ka ei olekas, tema on alatid minu mõttes."
144,"Ei oleksid mõtet püstitama mälestusmärki, kui kõik käiksivad sellest mööda ja ei teakski kes neid kolme meest oli."
145,"Ta pead omama hea suhtlemise oskust, oskama väljendada oma mõted."
146,"Ajakirjannik se see ei meeldind ja tema kirjutasid oma artiklit, kus oli subjektivne teksti."
147,Voibolla seettut ei ole suur linnas kuritaed harvad nätused.
148,"Selapärast on parem, ku keegei ikka sellistets asjadest kirijutab ja meie saama sellest lugeeda."
149,"Aga tema teeb oma töödes tohudalt palju vead, ei oskad inimestega suhelda, midagi arusaldavalt selgitada, jätab tihtipeale oma töö pooli."
150,"Venelasid aga elanud külades, kuss oli palju inimesed ja tema on harjutud kõike mitmekesi teemine."
151,"Lilianle hakkas ajalugu meeldima viienas klasss, kui ta käis alevi keskoolis."
152,"Mienu arust igaüks peab ise mõtlemine ja otsustamine, midagi tema selles elu vajab ja misugused eesmärgid tema on enne seadnud."
153,"Tänapäev on ollamas ringid, kuss inimesed õppivad üksteise ära kuulama ja üksteisega aru saa."
154,"Üksskord mul oli vaja sõida haiglase ja minu lapselaps sõbranna Olga pakus, et võib mind viima kohale."
155,Tööd piisav: tema üks päeva kavad võib olema isegi kuusi erinevad tõlkid.
156,"Kuid kindlalt peab ütlema see, et viimasel ajad ei ole populaarteaduslikuid või kultuurprogramme eritis populaarne – need ei ole juh kommertslised ja seepärast nad näidatakse need üha harvem."
157,Nink minu arwates just selleparast avvastas see pois enda jaoks ajaloo võlluv maailm.
158,"Näitex, kui ma olid 13 aastat vana, suri minu sõbrana haiguses tõtu."
159,"Sellel nädalal ma tutvusim ka ülikooli raamatukogu, mis avaldab mind mulje. See on väga suured ja seal on suure valiku raamatute."
160,"Mul juhtus nii, et multi varastadi käekott ära, kuid ma ei hakkand nuttama, vaid tein kõiki uusi dokumente, ostin uusi käekoti ja praegu kõik on korras."
161,"Mõnikorda, kuida inimeste tundvad ennad õnnelikna, kartavad nad omaane õnnei kaduma."
162,"Mule ka veega meelldib, et kogu majjas on imihe kaitsesüsteemi."
163,"Praegu olema mina köigega lebimud, ma on saanud teadma raskused, mis on mulle veel edess, tegemata aintest (näiteks sissejuhatus filosoofias ajalugu) ja see hirmuta mind praegu."
164,Iluka kirjandust lugemine on eesti keelest aru saamine lihtsamast ja eesti keelt ise tuntakse arusaadavam kui eesti keele grammatikat oopimisel.
165,Eritti märkattav samm eesti on toimumud viimasel sajjandil.
166,See julgustas töörahva.
167,"Jaa, see on kindlasti ilus, aga kuidas tunda inimene, kes peab igal päevad nii varajane tõusma ja minge näiteks niita?"
168,"Õneliku inimene leidab sammuti inspiratsioni ja naudingut kultuuri, kirjantusest, teaterist."
169,"Ma olin yheksateistkümneaastase Tartus Ülikoole teine kursuse üliöpilane, kui lõpuks leitnud endale kindla töökoht."
170,"Kahju jah, et meie targa valitsuse kavatsebki tulevikkus tehe kõrgariduse tasulineks. Mõningat mõttes see suurendab kõrghariduse kaal ja hinda töturul."
171,"Aga ta ei saa aru, et temä poeg on ju nii väike, et ei pane see kõne ülse tähele."
172,"Niitudele karjatadakse lehmad, vasika või lammas, õue käivad ringis kanat, kasvatatakse vilja."
173,Kadri või mardi päevaks tappeti lamba.
174,"Ta töötada, pidama hommikuti vaga vara voodis tõustma, laps süüa tegemad ja teda lasteaed viima."
175,"Aga mõnned arvabad, et kuui nad rääkivad kellegile omadest probleemidest, siis neidele on lihtsam leidma lahendust."
176,"Söda algas aastal 1700, kui olli suured lombok Narva joki ääress."
177,Nendes maaides inimestel elab kõige paremin.
178,"See üritus on vaatamise väärt, ja kui keegi tahad Eesti kultuuriga lähemast tutvustada siis ma sooviksingi laulu ja tantsu peol kindlasti minema."
179,"Uuringu alluseks on võtud küsitluse, kust selgus enamik pealinnade noortest mõtlevad Tallinnast kui arenevat, ohtlikku ja kasvavad, aga ka tõusvat ja kiired linnast."
180,Tännapäev elu on liigas raske ja komplitseeritud.
181,"Hoaldajal on õigused tulla, millal tema tahab, ja sisenema igassse tuba."
182,"Tüüpilist on rektsionivead, seda lihtsalt selle põhjust, et venne keeles on sama verbidel teine rektsioone."
183,"Sel põhus pole töotajad enamast rahul, kuida nende tervisihoisüstem töötab."
184,Mõne õpetajat tõlgivat omad jutu pidevaste õpilased emakeele sisse.
185,"Koeraomaniku aga jäid seisama, set ei tenud, mida tegema, kas helistama politseis või jooksma oma koera järele."
186,"Tänapäeval naised, kellega mehed, lapse, majapidamised sõltusid täiesti temalt, päab minema ka töole selleks, et teenindada rahad, niis et tema saakss luba enda olema sõltumatud omast mehe rahas."
187,"Nojah, sellel võivad palju inimesed nustuda, kuna raha anab paljusid võimalusid meil elusse ja ostab saab peaegu kõik, aga mitte ei saa tervis."
188,Autori väidete järgi on õpikute väga mahukad ja nende koostamise on keerukas.
189,"Se on täitsa loomullik, et mees ägishtub."
190,"Kui võttab meie sajandi, siis on asjad raskema."
191,"Rektsionnid on vajadus päha õpiida, aga alati kippuvad vene keli reeglid järgima kirjutas."
192,"Aga päris üliõpolane peavad olema kindlad ning uskuvad, et tema saavad kõik asjaoludega hakkama."
193,"Võibolla minna exin, kuit ma arvan, ette meie teem suur viga, kui surumme lapsile usku peale."
194,"Kui harjuma sellega juba lapspõlves, siis on tulevikus kergema."
195,"Seoset sellega kaotab palju adsi oma aktuaalsuse, inimine ei vajad neid enäm."
196,"Elos peap olema nii nimitatud tugi isiku, kelle juures sina võid isegi kell neli homikul helistad ja sina oma murest räägid."
197,Praeguse lava on ehitada 1960. aastas.
198,On olemas ka kolmandat varianti: jätkata õppimist ja minema tööle.
199,"Oleks hea, kui sa korda juba oled omandanud teädmineid ja täidendaksid need veel mingi kümmne, kahekümmne aastate jooksul."
200,"Kõrgaridus on hea elus eesmärks, aga et seda ssaabutada, on vaja selleks hoolikalt valmistama."
201,"Ta teadustab, et tema elus puudu keegi, kellega koos võiksi vananemist."
202,"Minu es on kogu live ja mul ve palyu aiga ning vöimalusid, milles võib kini haarata."
203,"Luile, kes kasvanud maakohas üles, tunnud imlik, et lapsed võid niisama ära annetada riigile."
204,"Praegu elvasid nad rõõmselt ja on väga õnnlikud, et neid on selline suure armastus."
205,"Jõgeva maal elavad peamiselt eestlasid, venelased on siin vähe."
206,"Otse loomulikult on meie riigis probleemid, mis võiks olla olemita, kui mulle tuntuks, et kõik on ületatavad, olex vaid tahtmine midagi ära muuda ja piisavalt tahetjõudu, et omas unistus teoks tehakse, siis saab kindlasti kõik korras."
207,Igale lapsevanem on oma laps parimad.
208,Meie läksime aotoga Venermaa sugulased külastama.
209,"Siin ei tule jutt muinasjutust, vaid sest, mis tõesti meie eludes igas päevas toimub, isegi siis kui see ei puudutab meid."
210,"Kuri vaim võivad tuua õnnetusid, hea vaim ei puudu inimesi seniks, kuni tema ise esimesena suhlema ei alustab."
211,"Minu arvatis on haritud inimen see, kelle oskab inimenega suhelma, kes on aina valimas teistele aitamaks, ühensõnaks oma hingest puhas ja heatahtlikk inimen ja ""kameeleonidelle"" siin määratlusse koht ei ole."
212,"Näidis, tänapäeva maailmas kõlab väga kõva sōna ""demokraatia""."
213,Se on meid siin Eesti ümbritsevad keele.
214,"Minu kodu asubas väga ilustas kohas. Üks pool on mäed, kust on nähä kogu küla nagu peo peal."
215,"Kogu probleemi ei seisa mitte ainult migratsioon kasv, vaid ka pingeline majandus, poliitiline ja sotsiaalne süsteem."
216,"Kui vaatema toda egaa, siiss Rooti võmmu alla sai luteriki krik Eestiss kindla jalgade alla."
217,"Minu elu sees on ollud palju positiivne sündmust, näituseks üks kord sain ma esimene koht üks võistluses, see oli ikka väga tore, ma oli väga õnne."
218,"Mõnikord põletasid isegi surnukered ära, et vaba hing kahast ning et hing võiks elab teine elus."
219,"Estoni keel õppimine, vene inimesited teeb palju suured vigad ja see on normalne, sest mei keeles on grammattiikliselt palju erinavad."
220,Kuid kõige suurma problemeeks saap minnu arvetes õpetajaate kompotents ja professionaalsus.
221,"Nad ei käivad isegi väljas. Iga inimine peaks mängib iga päev natuke väljas või jalutama, mitte ainult istuvad tugitoolis ja vahtima kuidas teised mängivad."
222,"Tahtsin ka diktofon ostma, aga kõik laabus ilme selleta."
223,"Azji oli selees, et jost nende programmide abil sain mina teadma paljudest asjadest, need aitased mulle, uudhimulikul tydrukul, lajenda oma sõrmaringi, saada natukene targemaks, hakata mõtlema selele üle, missugune on meie elu, mikst ja kuda kõik toimub, midat võib elus saavudada, kudas seda ""midagi"" saavutada jms."
224,"Aga mina ta nagu ei märgand enam, ainult kiitus ennast."
225,"Kahekümnes sajandi ühe tõsisemaks tulmusiks on võimalus äri ajama otse võrdõigusliku sidemete põhjal, mida võiks kutsuda võrkuks lühidalt."
226,Mari tundab huvid kirijanduse vstu.
227,Kõik isigi kõigem kinnisemad inimestel leitud endile palju uus sõprad erinevast riigidest.
228,Preagu meie olme kirjavahetuses.
229,"Saarmaal elad umbkaudu 40 000 inimene, rahvusest on kõikide enam eestlased, see tähendas, et räägitakse peaminiselt eesti keelt."
230,Kõigepeal ma esetan selline küsi – mis võimalusi võib kõrgharituse meil anname?
231,Õneks keele inspeksjon vöttleb selleeg.
232,"Mina arva, et sellise küsimuse vaevavad suurem osa tudengitest."
233,"Ma ise kuulu nend inimeste hulk, kes pole veel välismaa külastanud."
234,"Jaan mõtles sellele, et kyll on hea, et temal on niisugused truu sõbrad ja kyl on kahju, et tal ei ole jalgratas."
235,"Prägu saab minu oma kodus ainuld unistama, kuid mis ta on, ei tea mitte kedagi."
236,"Kui minul olles oma korteri, siis võiksid mina kõik teha."
237,"Mina ei oskab täpne vastata, võib-olla see on lihtsalt harjumuse, aga võib ka olla meedias mõju."
238,"Ta on vana paksu arhitek, tema nain on jube abielus uus mees, ta ela erald ilma oma lapsita."
239,"On teada et sõnumi võib ola nii hea kui halb, Raske on öeldada, misugused sõnumeid meie oleme rohkema saanud. Kuid kindlal on see et, halba sõnumid toob endaga kaasas õnnetused ja isegi katastrofi."
240,Tööt tulles astsin poest läbi.
241,Kurittegevus on yhiskondas lahemata probleemi.
242,Ma pöördu teie poole palvega.
243,"Inimeste arengule on väga tähtsa, et oskab korralikut ühte keel, aga kuidas õppi kui kodus räägitud kolm keelt korragas?"
244,Väga rasket on töö leidma ning mehed on ebanormaalne.
245,"Ta istuma kodus, nuttav, et tema elu on muudetud mõtetuks, naine jätsin tema maha ja üldse ei tahab ta enam elama."
246,"Näitene võiks rääkima oma vennas, mis kolisid omad ajas Talinasse."
247,Saarema on liigrickas saare.
248,"Sedat raamatu on kasulikud lugemas kõikidele ülioppilane, kes õppivat eesti keeled."
249,"Ta püdles selle poore, et saavutama headolu ena ja omad ligemestele jäuks."
250,Febrovari alguses levitati meedias Eestis haridusministeriumi kavatsuse et keelata koolide teha katsed õpilaseid vastu võtuks esimesse klassisse.
251,"Kuui ilus juba varahommik, kui pääike ainult tõusma!"
252,"Vanasti vediti aiga õues, nüüd ei veedeta."
253,"Kõigepelt mõltakse mediia all ajakirijandust, aga siiah võib ka liigitada ka erinevad reklaamevormid."
254,"Ja vaatades oma lapsid, kelle ei ole midagi süa ja selga panema, kas te ei mõtelda rangemast karistust see varas jaoks?"
255,Aga üheksakümnendates aastates algas kiire arvuteisüsteemide areng ja internetti massiivne levimine maailmas.
256,"Aga mina ei saan kõik aru, sest ei oskab eesti keeles väga hästi."
257,Mõnikord anda ema oma elud ohverdama elud uus inimene.
258,"Kuldkalake annab noorele teinatesse kiindunut paarile võimalsuse kohtumiseks vaimuhaige inimisega, kellel on suured hulk rahad, ja panemad nende armastus proovi alla."
259,"Praegune koolisistemi annab kõiki võimalus ülikooli astuda. Kõigist tähtsam on leidma eriala, mis sina huvitavad, küsis endalt, millega sa tahab tuleviks tegeleda."
260,Meie kaubandused pakkub tänapäeva terve hulk erinavad raamatu.
261,"Iga laps leida endale, mida temal on vajadus ja mis teda huvitama."
262,Pöhjuseks võib olema enda mittte maksme panemine.
263,"Olen vägä õnelik, et astusin ülikool ja teen kõik võimaliku mida saab ma."
264,"Mul on palju rohkem vabad aega, kui otsustasin selle semestri mitte töötan, et ennast täielikult minu õpingud pühendama."
265,Nemad on sunnitakse iga päeva tabletid sees võtma ja ei kujutama enam enda ette neid elu ilma.
266,"Selle küsimused ei pöörab ettevõtte mõned asjad tähelepanemata, eesmärk seades rahalise sissetulukud ja siiski tahab, et temal oleks hea mainet rahava hulka."
267,1917 aasta okupiirivad saksa vääde saar.
268,"Väikesed kohad inimene tundejad teineteise väga häsit, teada, kess missugune inimine on ja mida nemast võid oodata."
269,Pärasd kompromiisi lei minngit nouti kliendit alkkiri masiina koras oleku kohtaa ja müdi machine teisel inimes.
270,"Ma ei hakka nüud kirjeldama, kui tore on palju keeltaid vallataa või vähemalt mingi ettekujutus neide omama."
271,"Võib arvetada, et kui nad saavad diplom, lõpeb nadid haridus tee. Aga see on vale veendumust - haridus tee alust alles."
272,"Aga tema ei saab kunagi olemas kindel, et need tuttavad temale rasketes olukorras maha ei jätab."
273,Naad oppivad ja töötab seel ja võib seel elama ilma vanemate tugieta.
274,"Siski ei oldud problemeid nii tõssied, sest need on suudtud lahendda."
275,Nendele tütrukutele meeldibad lõbud peed.
276,"Minu arvamus, et sina tuleva tööga toime."
277,"Seline oli ka minu tuttavate perde - mõlema abikaasa vanemad tulid naaberkülades, nii et nende laps kasvasid ülesse, abiellusid ja sejärel sõitsivad linna."
