index,text
29,"Kui normaalne inmene ärkab ja mõkkeb, mida päeval ette võtta, siis narkomaan mõtleb selle peale, kusst võtta raha narkootikumide jaoks."
30,"Ma pean silmab neid surmamõistetu, alkohoolikuid ja teisi, kes muutsid oma elu just tänu kirinicule."
31,"Tuurisimbürod ei paku reise minde ainult Euroopase, waid ka eksotilistessse maadessse."
32,"Kui neui pergelsese vasatab ja talle ei meeldi oma ngaü, on selles täine öht õnnetus mautsuda."
33,Pragu oksavad küik lugedda. Selle ülle äi imestad keekie.
34,"Minea ei taha oma vabal ajal diivabil lamada, magada või telekat vaadata."
35,Aegade jooksulll on naise rull ühiskonllas tunduvolt muutunud!
36,"Algusel oli küll vahel lõbuss, kui oli samasugunne sõna kui soome keele-s ja tõlkisime neid valesti, sõnaraamatust vaatamatta."
37,"Huvitaf, ett mul om lihtsõmb räkiga inglisi ku iesti kieles."
38,"Kue inimesel pole midagi süüa, ku ta peab kogu aga muretsuma, kus võtta leivatükki ning kuis sööta lapsed, sel juhul ei kaoo tal mitte ainult armastus ja õnn, vaid kaob lost tahtmine edasi elada."
39,"Praegu, kuin ma õpin veäl ülikuolis, meeldib mulle, et peale selle, et ma võtan aineiH oma eriharust, võin ma võtta vallikaineid teiest teaduskondadest. See aitab mul saada mitmekülgset haridust."
40,"Ta tegi mulle ettepõneuko ööseks temma majja jääda, ma jäingigi!"
41,"Segagiabieliu on vega huvitaw ja samal ajal vega kasulik, sest ku kaks erinewast rahuwusest inimest kohwtuwad, siis weiwad nad rääkida oma elust, rahwast, riigist, kultuurist jne wäga kaua. Minu arust on just see ju wega tore ja huvitaw."
42,"Tundravoöndis elaate hõimude juures oo on olenud ka hüljatatud vanureid, kes oma vanatuse tõttu enam normaalseks hõimueluusta ei kõlvanud, vaid ainult kulutasid ressurse, mida oli niigi vahä."
43,"Raha on vajja iiggaasugusteks vajaasseteks, alustudes terweslikust tooitumisest rasedusajal ja lõpettades tasudegaa lassteeaiaa ja oppimisse eest."
44,Ema keerutab erutult ŕõrmust šõrmes.
45,"Eseteks, hea on sse, et sii eladakse boxide. Boksisse on kolm toa, sees eldaavad neli inimest."
46,"Heaks näiteks on filmi peaagelane – taa sai suurea raha, aga taa sai kaa aru, kett raha ei tõõ ei õnne, ei armastust, midagi sellist, millest taa oon unistanud."
47,1224. aastal lõbees Tartu linnumse valalutamisegk nustne vabkusvõitlus Eesti mandwijosas.
48,"Kui oled näitegs kaubpluses, võid helista ja küsi, mida peab ostma, või kui on vajad soovida palju õnnege sugulastele, kes on välismaale või lihtsalt helista sõbralle ja kutsuda teda jalutaman, tema juurde minema-ta."
49,"Viset oli egg viga vaid minu korteris, mida pidin kütma puudegah."
50,"Ei sa mainimata jätta ka seda, et tänu ülikoolile sain ma iseenda teise kodu."
51,"Novell käigus selgub, et Isia elab praegu oma isade, kes on juba vana ja hoolitseb hingehaige tütero eest nii, nagu oskab."
52,"Mõnele üliõpilasel on tuba ühiselamutes, teised elavad üürikorteritega."
53,"Ma tantsinud 11 aastad, aga pärast olnud trauma ja arstide keelanud mul tantsida."
54,Tartu ülikool annab üliõpilasele hea võimalusa ennast igakülgselt arendada!
55,"Leidsin kirikust voldiku, kuz on informatsioon ürituste kohta."
56,Tõlkui tôö parimad hetked on hästi õnnestunud tõlkimiste järel!
57,"Aga ma ei kahetsa, et neimodi tegin."
58,Osa tainde- ja loomalike on kaitse all..
59,Se ei ole rakkhe ja ega no‘ua paljhu aiiga ega joudhu.
60,"Miina ei ole narakist ega ühiskonnaga vastane, ei kippu ma ka revolutsiooni tegemise pooldaja olema!"
61,"Siin ma piirdun aga ühe sellie asjaga, nimelt ühe aktuaalse eesti telesaatega."
62,Ertil huvitasi temal rahvususteid jaa -kombid.
63,Vaatmata seele näevad miljonnis naised igapäev ohtut oma valikuttele ja otsusttele.
64,"Vaadame kaaesegeid filme ja näeme, et kõik on meiee elus lihtslt kättesaadav ja selleks ei ole vajass liiga süüri pingutusi!"
65,"Kui artiktel on objektiivne, informatsion on esitatd mitmekülgselt, siis võib näha mitut vaatepunkti ja teha oma kokkuvõtte."
66,Aaga pühapäiviti on taa vakne ja puhkab nigu linggi.
67,"Mnui vaanemda raagisd, et flim on vahav, kuidmaĺi ei teandndu, kuidas reagedirda, sestm ul võiksid olla täpset vastupidised tunded selle filimi suhtes."
68,Suurt rolli mängikad ka kasutadavad väljendusvahendid.
69,Ja võiboleks oleks mul palju aeguh õppimiseks ja ma oleats parim õppija linnas.
70,Ärksa hiljene loengsse ega tundi!
71,Vaatajat pidi ise näitlejate näoilmeid ning liigutusi jälgides ära arvama filmi sõnumi.
72,"Mian valdan saka, vne vene j eesti kelet j ning oskan natuge inglise kelet."
73,"Meiie keskuse saaawad noored üksteisega  suhleda, pidudeid ja matcue korraldadaa, jaagada oma teedmisi ja üksteiat aidadada."
74,"Niisukune väljaütlemine meeldis mulle väga ja ma arvanki, et jätn sellised sõnad meelde."
75,Väikses maakohases elavad inimesed tunnevad üksteist vägä hästi.
76,Voodist parmel poolel oleva töölaud ja mõnus tugitooli.
77,"Jaani kirk on tuntu sell poolest, ett siiin onh nii palu tarakotasculptuure kui õigst mälestan siis umbees 200, aga mitte kõik needest pole kirikus."
78,"Niieisis tõlkk ei voa eesti ventlusest osa, kuid temah teh osapoolt võahelise vestluse võimalikuks."
79,Ta om nuor tüdruk ja saap häkkama.
80,Raamatuid on kõige jõukohasem informatsiooniallikas.
81,"Ma arvan, et igah inimene, nooru või vana, on erinev ja omamoodi, ja see ei sõltu sellest, misugeseest rahvusest ta on."
82,"On himrus näa, et nii paljuh lapsi on jäänd üksi."
83,"Kui sa valdaks võõrkeelt, on sinul teatud eelistused, saad olla konkureeriv inimene, näideks võid paremat töökohta leida ja raha teenida."
84,"Me sõime küünlade valgel, sest elektrit majas ei olnud."
85,"Miss puuudutab keelt, siiis siin oleme samras."
86,"Sissujatuse sirvin rutu läbi, sest se tundus mulle natuuke tüütu olema."
87,Tleeviisoon – miks ssee siis ikka on?
88,"Raskee küllg minnu jaaoks ollli see, et korrgõsk loogved olli edsti keegles."
89,"Inimene, keda mina piddsin oma parimaks sõbraks, valetas kooku aeg mulle."
90,"Kas kirjanduslik tekst, milles räägitakse ilusast, viitavast keelest, kus loomulikult puuduvad igasugused vihjed roppusele, on vaieldamatult häid?"
91,"Enne ülikoolis õppimist ei osand mu rääkida inkõne keelt üldse. Nüüd ma suhtlen judesti inimestege, teades et minu kõne pole särvav. Et ma mõnikord tege nagu väga palju vigusid, kui hakkan muretsema või karta, et räägin suure aktsendiga. Kuud siin (ülikoolis) mind õpetati uskuma issendasse ja omma võimetesse."
92,"Peraguh sysendtekst: PRäEgu sõIdEtakse autoga, vAnAsti ei sõIdetUd nii pAlju autoga, vAidJalgrattaga."
93,Kirjutan suulle kirja et juttustada Jaani kiriku külastamisest.
94,Sellest näited ajavad mul harja punaseks.
95,See aitab mull unustada kõik raskused või ebemeeldivus.
96,Emne seda eksperimenti oli ta tervis vääga heaz korras.
97,"Ma ei tah öeldada, et inimne peab rääkima kõigioma probleemidest, lihtsalt inimeneel  peab olema inmene, keldele ta vöib  rääksida sellesest, miisteda vaevab, sest minu jäoks on see lihtsalt õnneine inmene, kel kelel onss see, kellega ta vöib rääkida ükskkõk millest-."
98,"Soovitan teda raamatud lektüüriks kõikidele, kellest õpivad eesti keelt võõrkeelena."
99,Mulle meeldis neid õppida.
100,"Inimene vöibh oma elluo rahhl olha, küd taale tundubh kookkh ajgh, et tälle elohh on siiski hönnetu."
101,"Ta peab uhkena olema, et jumal andis talle nii suurepärase võimaluse."
102,Tänapeeval oln inimesel lugemisek suuri valiku kirjandusi.
103,"Inimesed, kellel tunnevad huvi ajaloo vastu, eelistavad just nende kohti, kus saab oma silmaga mõnda ajaloosündmusi seotud paiga näha."
104,Laulupidusid korraldatakses ka praegu ja paljutes Eestimaa linnadese on olemas oma lauluväljakud.
105,"Aga minna arxaan, et midu rasxem, seda parer."
106,"Kui me oleme huvhotatud esnda ja oma riigi tulevikust, mingist teadusst või lihtsalt tahmae kõike teada või midagi õppida, siis on meieks ajoks olemas ülikool."
107,Keeki teene ei suure näha mun õunenägusid!
108,"On vigu, mis on iseloomulikud Vene emakeelega õppijatele."
109,"Agah tõelne ooskus ning anne avaldub sellest, ku neid 
sõnd kasutamata nad oskavad seda teha."
110,Mul ei ola palju sõpru – ainult kaks ja nat nad oon pärit Tartust.
111,"Milleks on vaja komplitseerid laste elu erinevate katsetega, nende tulevus on niigi üsna palju tulevikult."
112,"On waja muudta süsteemi, aga eelkõige ennast!"
113,Selijt informatsiooni ja teisi meid huvitavai asju vöib lugida sellestra raamatust.
114,"Kui esimestkorda olukuskil vaja uus sõa trükkida, annab ta sellele ka seletuses."
115,"Mõned inimesed arvavad, et raha on õnneks kõigekõige olulisem asi. Nad arvavadet, et kõike raha eest saab osta."
116,"Mind emast ei taha, et ta kaas edaspidi piinleks ning omatervist kahjustaks."
117,"Sedda peab tegema ja mitte sellepärast et kunagi niinoodi wanemaa ütelles, wastu selleks, et tehha sedda, miss on suulle parem, leida endale sedda mis on kindlasti taad."
118,"Nagu muinasjuttudes alati juhtub, vennad sain valest teda ja kui nende õde näitas nende jaoka tehtud kingaid, viisi nok oma õe koju."
119,"Teiseks tuleb rajada mitmesuguseid organtsisatsioone, mis loodust kaisteavad."
120,"Lehkandijad ei kaih enam jalgis, sellekohs eh spetsiaalzed autod. Nagu ei peah nead enam käima trepist alla ja üles, sest iga maja ehbst postkastide."
121,"Neid on väid kolmekümneaastased, aga nende teervis on nagg inimesel, kas on 60 aastat vana."
122,Enamuste ei ole metshaldjaid näha.
123,"Rõõmustusin, ku kõndis uudmani et hooned ehitatakse kenasti, kui linn muutus jõuludeks kaunistadast, kui Tartu muutus salapäraseks, romantiliseks ja säravaks linnaks saabudes pimeduse."
124,"Nüüd tulli teha raske otsu, kuhu minna edasi õppima."
125,Väikses maakohtas on kõikututtav.
126,"Mina arvan, et sellisted lugu on võimalikk pidada tõelissiks muinasjutudeks, kuna niisugust lood juhtuvad äärmiselt harva."
127,"Haridu mängb meile elsu väg suurtt rooli. Praeku n on progresi aeg - köik täiustuvb, arnevbu us tehnoologiija. Kass see aeg oleks ilma haritud inimessteta?"
128,"1938. aasta löpus algas Soomet Trueiiõda ning Soolelt Eestimaa enam abi ei oodata, vaid püütakse ise põhjanaabrit aidada."
129,"Ika inimmen unistab pärast kooli lõpetamist ülikooli õppima minemist, aga ülikooli ei astu mitte köik, vaid ainult parimad."
130,"A. H. Tamsaare tõestas oma novellis ""Itaalia reis"" just see. Vanapari jaoks oli Itaalia reis selleks tugevaks sidemeks, mis aitas alguses teineteist kohata ja aitas säilitada oma tunide elu lõpetamiseks."
131,Kas sinu huvitad sport?
132,Minu lapsepõlve lemikkraamat rääkis koera truudusest oma peremehhe vastu.
133,"Seles kirjandis põhiküsimuseks ont, kass sisseastumiseksaamid põhikoolis peavad kaotama või mitte."
134,"Liniga rangeiid karistusi saab märata, sest inimesi on emblemega, aga vanglas on kohd vähe."
135,"Setottu, et kirku meggis tähtast rollli inimeste elus, oli waaja rohkem inimesi, kes oskaksid lugeda."
136,"Ma ei tea täpsemalt, millised on need programm, mida saab vaadata varahommikul."
137,"Selleks et soovitud eesmärki saavutada, on waja paljudest rasktustest ja takistustest üle saada"
138,Nad häbäneevd arstti pöödruda ja oma vaimstest probleemidest rääkia avalikult.
139,"Ja ku ma lienaks tööd, ka siis prooviksing uuesti ülikoolist astuda, sest meie ajaal on väga tähtis lõppedada ülikooliga."
140,"Se tõstachh tunudvalt turristieharvu, miks omakorrda mõjutaks poseetiivsel parendat arenemist."
141,"Juba väiksena peab ta teadmah oma tulevikku ja püütma saada liidriks, õsallama konkursidel, kuid mitte nauama maailma."
142,Pärnus andis ta väljaa eestikeelst ajalehte Pärnu Postimees .
143,"Kus ma ka ei oleks, ta on alati mul meeles."
144,"Ei oleks mõtted püstida mälestusmärki, kui kõik käiksid seldest mööda ja ei teakski, kesneed kolm meest old."
145,"Ta peab onama hääd suhtlemisoskust, oskaame väljendad oma mõtteid."
146,"Aziirjanikkulle sii ei meeldinnudz ja taa kirutass oma artikiil, kuuzh oli subektiivnä tekst."
147,Võib-ondaa seetõttu ei ole suures keenas kuriteoo harvad nähtused.....
148,"Selle pärast on parem, kui keegi ikka sellistest asjadest kirjutab, et me saame sellest lugeda."
149,"Aga ta teeb oma tõos tohtumalt palju vigu, ei oska inimestega suleda, midag arusaadavat seletada, jätab tihti oma töö pooleli."
150,"Venelaste aga elasid küladese, kus oli palju inimesede ja nad om harjutanud kõik mitmekesi tegema."
151,"Lilianile hakkasid ajalugu meeldima viisend klassis, kui ta käis alevi keskkoolis."
152,"Miunu arust peak igaüx ised mötlema ja otsutoda, mõda tah selles elus vaajab ja misugused eesmärqsid tõ kõik varem setdnud."
153,"Tänapäval on olemas rinkge, kus ineseedm õpivad ükisteis ära kuulama ja ükisteisest arusaama."
154,"Ükskõrd oli mul vaja sõita haiglasse ja mu lapselapsõõ sõbranna Olga pakkus, et võib mind kohale viia."
155,Töod piisav: tema ühe päev kavas võib olla isegi kuus erinevad tõlkimist.
156,"Kuid peab kindlast sätlema, et viimasel ajal ei ole populaarteaduslikud või kultuuriprogrammd eriti hpopulaarsed – need ei ole ju kommertslikud ja seetötu näidatakse neid üha harvemini."
157,"Ning minu arvates just seetõttu avastas see poiss enda jaoks ajaloo võluv maailm!""."
158,"Näiteks, kui ma olin 13-aastane, suri minu sõbranna haiguste tõttu."
159,"Sellela nädalal ma tutvusin ka ülikooli raamatukokuga, mis avaldas muliet. See on väga suur ja sæäl on suur valik raamatuid."
160,"Mul juhtus nii moodi et muult vardastatti käkkott ära, kuid ma ei hakkand mutma, vaid teidn uued dokumentid, ostsin uue kõekoti ning pragu on kõig koras."
161,"Mõnikorr, ku inimesed tunnevad enn õnneldena, kardavad nad oma onne kaotad."
162,"Mulie kaa väga meeldiv, et koogu maas on imheeha kaitseustüsteem."
163,"Praekgu oleen ma kõigega leppinud, mi olen seanu teada raskustest, mius onmul veel ees, sooritamata ainetest (nuagu sissemjuhatuss fllosoofja ajalukku) ja seee hirmuttab mindgapr aeugu."
164,"Ilukijanduse locemisel on esti keelesd aru saada lihstsam ja eesti kjeel ise tundub arusaadavm, ku eesti keele grammatika õppimisedl."
165,Eriti märgatav samm edasi on toimunud viimase sajandi jooksul.
166,Se julgustas töörahvast ..
167,"Jahh, see on küll ilus, aaga kuidas ise end see inimene kas tunneb, kelle peab iga päev nii vara üles tõusmma ja minema näiteks niitmaa?"
168,"Õnnelikud, inimesed leevad sammuti inspiratsjooni ning naudingut, kultuurist, kirjandussest, teatrit."
169,"Ma olun üheksateistkümmeaastane Tartu ülikooli teise kursuse ülikooliõpilane, kui leidsin õpipoole lõpodse endale kindla töökoha."
170,"Kuhaj kyll, et meie tark valitsus kavatseb tulevigus teha kõrghariduze tastulizeks. Mingis mõttes see sugrendab kõrghariduze kaalu ja hinda tööturul!"
171,"Agah taai esas aru, et temmaa poog on juh aa väikee, et nnei pane see kõneet üldse tählev tähele."
172,"Niudetel karajataksa lehmi, vasijaid või lambaaid, aues käivad ringi kanad, kasvab vili."
173,Kadri- või mardipäevaks tapetii lammas.
174,"Ta tõbötab, peab väga hommikuti vara voudist tõusma, lasele süüa tegema ja tõ lasteaeda viima."
175,"Agma mõne arvad et kui nad rääkivad kelleleki oma probleemide, siis neile on lihtsam leida lahendus."
176,"Sõda algas 1700.aastal, kui oli edukas lahing Narva jõe ääres."
177,Nendes riibkies elawad intimesed kõije paremadni.
178,"Se üritus oon vattamist väärt jaa kui keegi tahaks eestii kultuuriigaa lähemalle tutvutta, siis ma soovitakssin laulu- jaa tantsupäeval kindlasti käijaa."
179,"Uhringõ alusex on wõetut küsitlus, kust selgus, nemmik pealinna nuortest mõtlewad Tallinnast kui arendewas, ohtlikust ja kasvawas, aga ka tõuswast ja kiirest ennast kohese linnast."
180,Tänapäeva elu olu lihha raske ja keeruline.
181,"Hooldajal on õigus tula, milal ta tahab, ja sisenlda igasse ruumi!"
182,"Tüübiliked on rektsioonivead, sest need on keeles venelaste rektsioonid samasugused."
183,"Selle parast pole tööötajjad enamasti rahhul sellega, küüdas nende tervisshoiusüsteem toimib.!"
184,Mõne opetajagads ga tõlkivald oma juttud palsastis õppivate emakeele.
185,"Koera omanik aga j�i seisma, sest ei teadnud, mida teha. Kas helistada politseisse v�i joosta oma koerale j�rele?"
186,"Tänepäeva naine, kelle mehe, lapsed, majapidamine sõltuvad täzilikult temast, peadb käima ka tööl sellekt, et tenardada rahad, nii et ta saaks lupakan endale olra sõltumatu oma mehe rahast."
187,"Noi, sellega võisad paljud nõustudsa, sest raha annapa palju võimalust meie ellus ja osti saab peaagsu kõike, aga mitte terbist."
188,Autori väiteol on õpikud väga mahukad ja nende koostamise on keeruline.
189,"Sse on täsieti loomulikk, et mäs ägestub!"
190,"Kui võtada meie sajand , siis on asi raskem."
191,"Rektsioonid on vaja päähe õpida, aga alati kiputakse vene keele reeglite järge kirjutama."
192,"Agga pärisüliõpiline peab olema kindel ning usundama, et ta saab kõikide asjaoludega hakkama."
193,"Voi-bolla mina eksinn. Kuid mina arvad, et me teeme suur viga, kui me surmem laps usk kalla."
194,"Kui harjut kindla sellega juurde lapsepõlvest, see on tulevikus kergem."
195,"Seoses sellegga kaotavad paljud asjad oma aktuaalsüse, inimesed ei vajavad nend enam."
196,"Eluus peeb olema nii nainetatud tugiisik, kelile sa toid isegi kell neli hiommikul hlelistada ja oma murest rääkida."
197,Praekune lava on ehitatud 1960-ndatel aasemtel.
198,Onh olemash ka kolmas variant: jätkattada õpppsinggut ja minnaaa tööle.
199,"Olekks hea, küü sa koord olnud juba omandanud teadmisi ja täiendaksid neid veel mingi kümne, kakskümne aasta jooksuk."
200,"Kõrghariduse on hea eesmärk elu, aga et hoolega seda saavutada, on vaja valmistuda selleks."
201,"Ta teadvustabet, et tema elusku puudub keegi, kellega koos võiks vananeda."
202,"Minu eez on kogu elu ja mul o palju aega ning võimalussi, millest võib kinni haartada."
203,"Liule, kes on maakohas üles kasvanud, tundus veider, et lhapsse võib niisama riegiule ära anda."
204,"Praegu elvad nad rõmsalt ja on väg õnnelikud, ett nende on selline suur armastus."
205,"Jügevamaa elavad põhiliselt eestlased, venelased siin on vähem."
206,"Otes loomulukult on meie riigis probleeme, mis võiksid olema olematuks, kuid mulle tunduks, et kõik on ületadav, oleks vaid tahtmine midagi oma elus muutada ja piisavalt tahte jõudu, et oma unistused teoq teha siis saab kindlasti kõik korda."
207,Iagle lapsevanale on omas lapskõige parem.
208,Käisim autoga Venemaal sugulatel külas.
209,"Siis ei tule jutt muinasjutust, vaid see mis tõesti meie elus igapäev toimub, isegi siis, kui see meid ei puuduta."
210,"Kuuri vaim voi tõua õnnetuse, hea vaim ei puutu inimene seni, kunni ta seda enam suhtlemist ei alusta."
211,"Minu arveetes on haritudu inimeene see, kis oskab inimestega suhelda, kis own alati välmis teisi auttama, üês-õnaga ooma hingehlt puhas ning heitahtlik inimene ja „kameeleonidle“ selles määratluses kohta ei ole."
212,"Näätekx, täna päevases maailmas kõlb väga kõvasti sõna „djomokraatia ”."
213,Se on met siin Eestsiib ümbritsev keel!
214,"Minu kodu asub vaga ilusas kohas. Uhel pool on mead, kuust on naha cogu kyila nagu peo paal."
215,"Kogu probleem ei steisne mite ainult migratsiooni kasvu, vaid ka pingelisses majanduses, poliitilises ja sotsiaalses süsteemis."
216,"Kui vaatame todah aega, siis Rootesi võimu ajaal sai luterlikku kiriku Eestises kindlalt jalad aalla."
217,"Minus elu on olnud palju postiivsessündmusi, näiteks ükord sain ma esimene koht ühel võistlustel, see oli väga tore, ma olin väga õstanbulik."
218,"Mõnigord poletatii isege surmukeha ara, et wabasta hinq kehast ning et hingel olleks votimalik ellada teisesss eluss."
219,"Eesti keeles õppimisel teegad venelased päris palju vigasid ja see on loomulik, sest meie keeled on grammatiliselt väga erinevad."
220,Kuiid kõþige suuremaks probleemiks saab minu arvtes õpetajate kompentens ja profeshionaalsus.
221,"Nad ei käi isegu väljas. Iga inimene peaks kämima iga päev natuke väljas mängimas või jalutamas, mitte aint istuma tugitoolis ja vahtama, kuidas teised mängivad."
222,"Tatsin ka diktofoni ost, aga koik laabus ilma selleta."
223,"Asi oll selles, et just sellede programmide abil sain ma teada paljutest asjadest, nende aitasid mul, uudishimulel tüdrukul laiendama oma silmaringi, saama natuke targemaks, hakata mõtlema selle üle, missugune on meie elu, mis ja kuidas kõik toimub, mida saab elus saavutada, kuidas sawad ""midagi"" saavutada jne."
224,"Aga mind taa nagu kad ei mnärganud enam, ainullt kiidus ennastt."
225,"Kakümnenda sajandi ühteks tõsisemaks tulemuseks on võimalus ajada äri otseste võrdõiguslik ranemete baasil, mida võiks lühidalt mitenetada võrguks."
226,Mair tunneb huvi kirjanduse kohta.
227,"Kõik, isegi kõige kinnisemad inimesed, leidsid endal palju uusi sõbrad erinavatest riikides."
228,Paragu meh oleme keerjahehtuses.
229,"Saaremahl elab umbes 40 000 inimest, rahvuselt on kõige rohkem estlasi, see tähendab, et räägitakse päamiselt eesti kielesi."
230,Kõigepealt esitan ma sellise küsimuse – millised võimalused võib kõrgharidus meile and.
231,Õnnex keeleinspektsioon võitlub sellega.
232,"Ma aravnn, et selline küsimus väabau sruemat osa dugnsetist."
233,"Ma ise kuulun nede inimsite hulkade, kes poleveel välissmaal käinou."
234,"Jan mõtles sellepärast, et kÿll on hääd, et talle on nii truud sõbrad ning kÿll on kahju, et tal pole jalgratast."
235,"Praegu sain ma oma kodust ainult unistada, kuid milline ta on, ei tea mitte keegi?"
236,"Kiu mull oleeks oma kortter, siss võiksinn ma kõikje tehha."
237,"Ma eii oska täpsemt vastatada, võib-ollsaa seee on lihtsaalt harjumus, agaa võõib ka olla meedia mõjuu."
238,"Ta om vana paksur arhitek, tema naine om juba abiellus uue mehega, ta ela eraldi ilma oma lastetega."
239,"Om teatud, ett sõnum võib olla ni hea kui ka halb. Raske on öelda, kud kindel on te, et halb sõnum too endaja kaasa õnnetuseid ja isegi katasroofe."
240,Töölt töles tulles astusin poest läbi.
241,Kuritegivus on ühiskonas lahendamta probleem.
242,Ma pöördun teiekoo poole palvega.
243,"Inimese argengule on esmatähtis osstada koralligult ütt kelit, aga kuidas õppitada, kui kodhus räägitakedse kellme kelte korraga?"
244,Väga raskke on töö leida ning mehed on ebanormaalseks.
245,"Ta istuhtub koduse, nutvab, et ta elu on muhtunud mõtutuks, mees jättis ta järgi ja ültse ei taha ta enam eladada."
246,"Nāetena võin rääkida oma vennu, kelle kolis omal ajal Tallingasse."
247,Saaremaa om liigrikas saar.
248,"Seda raamatut on kausalik lugeda kõikidel üliõpilatse, kelle õpivad eesti keelt."
249,"Ta püüdleb sellesse poollle, et saatuda heaolu enda ning oma ligimeste jaoks."
250,Veebruaris algues leviz meedias Eestii haridussministeeriumi kavatsus keelata koolidel katsed õpilazte vastuvõtuks esimestesse klasside.
251,"Kui ilus on vara hommik, kui päike alles tõuseb!"
252,"Vanatsi veedeti aeg õuses, nüüd ei veedetadas."
253,"Kõigepealt mõtleatse meedia all ajakirjandust, kui siia võib liigitata ka erinevad reklaamivorme."
254,"Ja vaadates oma lapsi, kellel pole midagi süüa ja selga panna. Kas te ei mõtleks strengemast karistusest selle varga jaoks?"
255,Agah üdnsikümhnndate aasete algusse aalgas kiire arvuttisüsteeimide arendg ja Interneti maassiline leivk ssssmaailmas.
256,"Agaa ma ei saaaaa kogust arru, sest oskaa esti keelt vägaaaaa hästi."
257,Mõnikord annab ema oma elu ohverdades õlu uuele inimesele!
258,"Kuuldkalke annab noorele teinetesse kiundunud paarile võimalusse kohtudaa vaimuhaijee inimessekka, kellell on suurhulk rahha, ja paneb nende armhastuse proovile."
259,"Praegune koolitus süsteem annab kõigile võmõluse ülikooli astuda. Kõige tätsam on leida eriala, mis sina huvitab, küsida endalt, millega sa tahad tulevikus tegeleda."
260,Meiei kauplootsed paaku vaadad tänapäeval terve ulla hulgis erinevaid raamattue.
261,"Iga laps leibab endale millal tal on vaja, et ja mis teda huvitab."
262,Põhjukseks võib olla enda mitte maksma pamek.
263,"Oolen ääga õnnelik, et astusin ülikooli ja teen kõik võimaliku, mida ma saan!"
264,"Mul on paljuvaba aega, kunaa otsustasin sel semestril mitte töötada, et ta ennast täielikult oma õpingutele pühendada."
265,Nad on sunnidud iga päe tablette sisse võtta ja ei kujuta enam endale ette oma elu ilma nendega.
266,"Seles kusimoses ei päöra ettevõte mõnele asihe tähelepanu, seaades eesmärgix raalise sissetulpe ja siiskii tahtex, et tal olhex heah maine rahva hulgas."
267,1917. aasatal okupeerisit Sakka võedis saare.
